image_path,video_id,prob_fake,label
/content/drive/MyDrive/faceforensics_benchmark_images/0000.png,0000,0.50000006,1
/content/drive/MyDrive/faceforensics_benchmark_images/0001.png,0001,0.4999999,1
/content/drive/MyDrive/faceforensics_benchmark_images/0002.png,0002,0.4999999,1
/content/drive/MyDrive/faceforensics_benchmark_images/0004.png,0004,0.500001,1
/content/drive/MyDrive/faceforensics_benchmark_images/0005.png,0005,0.5000003,1
/content/drive/MyDrive/faceforensics_benchmark_images/0006.png,0006,0.5000011,1
/content/drive/MyDrive/faceforensics_benchmark_images/0007.png,0007,0.50000155,1
/content/drive/MyDrive/faceforensics_benchmark_images/0009.png,0009,0.4999999,1
/content/drive/MyDrive/faceforensics_benchmark_images/0010.png,0010,0.5000002,1
/content/drive/MyDrive/faceforensics_benchmark_images/0011.png,0011,0.5000011,1
/content/drive/MyDrive/faceforensics_benchmark_images/0013.png,0013,0.5000014,1
/content/drive/MyDrive/faceforensics_benchmark_images/0014.png,0014,0.50000125,1
/content/drive/MyDrive/faceforensics_benchmark_images/0015.png,0015,0.5000004,1
/content/drive/MyDrive/faceforensics_benchmark_images/0016.png,0016,0.50000054,1
/content/drive/MyDrive/faceforensics_benchmark_images/0017.png,0017,0.5000005,1
/content/drive/MyDrive/faceforensics_benchmark_images/0022.png,0022,0.50000036,1
/content/drive/MyDrive/faceforensics_benchmark_images/0023.png,0023,0.50000155,1
/content/drive/MyDrive/faceforensics_benchmark_images/0024.png,0024,0.5000008,1
/content/drive/MyDrive/faceforensics_benchmark_images/0025.png,0025,0.5000011,1
/content/drive/MyDrive/faceforensics_benchmark_images/0026.png,0026,0.50000006,1
/content/drive/MyDrive/faceforensics_benchmark_images/0027.png,0027,0.49999994,1
/content/drive/MyDrive/faceforensics_benchmark_images/0028.png,0028,0.50000125,1
/content/drive/MyDrive/faceforensics_benchmark_images/0029.png,0029,0.50000036,1
/content/drive/MyDrive/faceforensics_benchmark_images/0032.png,0032,0.50000024,1
/content/drive/MyDrive/faceforensics_benchmark_images/0033.png,0033,0.5000013,1
/content/drive/MyDrive/faceforensics_benchmark_images/0036.png,0036,0.50000125,1
/content/drive/MyDrive/faceforensics_benchmark_images/0037.png,0037,0.4999999,1
/content/drive/MyDrive/faceforensics_benchmark_images/0038.png,0038,0.5000007,1
/content/drive/MyDrive/faceforensics_benchmark_images/0040.png,0040,0.5000009,1
/content/drive/MyDrive/faceforensics_benchmark_images/0043.png,0043,0.50000083,1
/content/drive/MyDrive/faceforensics_benchmark_images/0044.png,0044,0.5000003,1
/content/drive/MyDrive/faceforensics_benchmark_images/0045.png,0045,0.5000001,1
/content/drive/MyDrive/faceforensics_benchmark_images/0046.png,0046,0.50000167,1
/content/drive/MyDrive/faceforensics_benchmark_images/0047.png,0047,0.49999994,1
/content/drive/MyDrive/faceforensics_benchmark_images/0048.png,0048,0.5000014,1
/content/drive/MyDrive/faceforensics_benchmark_images/0049.png,0049,0.5000007,1
/content/drive/MyDrive/faceforensics_benchmark_images/0051.png,0051,0.5,1
/content/drive/MyDrive/faceforensics_benchmark_images/0052.png,0052,0.50000054,1
/content/drive/MyDrive/faceforensics_benchmark_images/0053.png,0053,0.50000006,1
/content/drive/MyDrive/faceforensics_benchmark_images/0056.png,0056,0.5000012,1
/content/drive/MyDrive/faceforensics_benchmark_images/0058.png,0058,0.5000006,1
/content/drive/MyDrive/faceforensics_benchmark_images/0060.png,0060,0.5000001,1
/content/drive/MyDrive/faceforensics_benchmark_images/0062.png,0062,0.50000024,1
/content/drive/MyDrive/faceforensics_benchmark_images/0064.png,0064,0.5000003,1
/content/drive/MyDrive/faceforensics_benchmark_images/0066.png,0066,0.50000006,1
/content/drive/MyDrive/faceforensics_benchmark_images/0067.png,0067,0.5000002,1
/content/drive/MyDrive/faceforensics_benchmark_images/0068.png,0068,0.49999985,1
/content/drive/MyDrive/faceforensics_benchmark_images/0069.png,0069,0.5000014,1
/content/drive/MyDrive/faceforensics_benchmark_images/0070.png,0070,0.5000005,1
/content/drive/MyDrive/faceforensics_benchmark_images/0073.png,0073,0.50000024,1
/content/drive/MyDrive/faceforensics_benchmark_images/0074.png,0074,0.5,1
/content/drive/MyDrive/faceforensics_benchmark_images/0075.png,0075,0.50000083,1
/content/drive/MyDrive/faceforensics_benchmark_images/0078.png,0078,0.5000001,1
/content/drive/MyDrive/faceforensics_benchmark_images/0079.png,0079,0.50000006,1
/content/drive/MyDrive/faceforensics_benchmark_images/0080.png,0080,0.5000005,1
/content/drive/MyDrive/faceforensics_benchmark_images/0081.png,0081,0.500001,1
/content/drive/MyDrive/faceforensics_benchmark_images/0082.png,0082,0.5000009,1
/content/drive/MyDrive/faceforensics_benchmark_images/0083.png,0083,0.5000002,1
/content/drive/MyDrive/faceforensics_benchmark_images/0084.png,0084,0.5000007,1
/content/drive/MyDrive/faceforensics_benchmark_images/0085.png,0085,0.50000024,1
/content/drive/MyDrive/faceforensics_benchmark_images/0086.png,0086,0.5000004,1
/content/drive/MyDrive/faceforensics_benchmark_images/0088.png,0088,0.50000083,1
/content/drive/MyDrive/faceforensics_benchmark_images/0089.png,0089,0.50000113,1
/content/drive/MyDrive/faceforensics_benchmark_images/0090.png,0090,0.49999985,1
/content/drive/MyDrive/faceforensics_benchmark_images/0092.png,0092,0.50000185,1
