image_path,video_id,prob_fake
/content/drive/MyDrive/faceforensics_benchmark_images/0000.png,0000,0.50000006
/content/drive/MyDrive/faceforensics_benchmark_images/0001.png,0001,0.4999999
/content/drive/MyDrive/faceforensics_benchmark_images/0002.png,0002,0.4999999
/content/drive/MyDrive/faceforensics_benchmark_images/0003.png,0003,0.49999925
/content/drive/MyDrive/faceforensics_benchmark_images/0004.png,0004,0.500001
/content/drive/MyDrive/faceforensics_benchmark_images/0005.png,0005,0.5000003
/content/drive/MyDrive/faceforensics_benchmark_images/0006.png,0006,0.5000011
/content/drive/MyDrive/faceforensics_benchmark_images/0007.png,0007,0.50000155
/content/drive/MyDrive/faceforensics_benchmark_images/0008.png,0008,0.49999973
/content/drive/MyDrive/faceforensics_benchmark_images/0009.png,0009,0.4999999
/content/drive/MyDrive/faceforensics_benchmark_images/0010.png,0010,0.5000002
/content/drive/MyDrive/faceforensics_benchmark_images/0011.png,0011,0.5000011
/content/drive/MyDrive/faceforensics_benchmark_images/0012.png,0012,0.49999955
/content/drive/MyDrive/faceforensics_benchmark_images/0013.png,0013,0.5000014
/content/drive/MyDrive/faceforensics_benchmark_images/0014.png,0014,0.50000125
/content/drive/MyDrive/faceforensics_benchmark_images/0015.png,0015,0.5000004
/content/drive/MyDrive/faceforensics_benchmark_images/0016.png,0016,0.50000054
/content/drive/MyDrive/faceforensics_benchmark_images/0017.png,0017,0.5000005
/content/drive/MyDrive/faceforensics_benchmark_images/0018.png,0018,0.49999946
/content/drive/MyDrive/faceforensics_benchmark_images/0019.png,0019,0.49999946
/content/drive/MyDrive/faceforensics_benchmark_images/0020.png,0020,0.49999964
/content/drive/MyDrive/faceforensics_benchmark_images/0021.png,0021,0.4999986
/content/drive/MyDrive/faceforensics_benchmark_images/0022.png,0022,0.50000036
/content/drive/MyDrive/faceforensics_benchmark_images/0023.png,0023,0.50000155
/content/drive/MyDrive/faceforensics_benchmark_images/0024.png,0024,0.5000008
/content/drive/MyDrive/faceforensics_benchmark_images/0025.png,0025,0.5000011
/content/drive/MyDrive/faceforensics_benchmark_images/0026.png,0026,0.50000006
/content/drive/MyDrive/faceforensics_benchmark_images/0027.png,0027,0.49999994
/content/drive/MyDrive/faceforensics_benchmark_images/0028.png,0028,0.50000125
/content/drive/MyDrive/faceforensics_benchmark_images/0029.png,0029,0.50000036
/content/drive/MyDrive/faceforensics_benchmark_images/0030.png,0030,0.49999934
/content/drive/MyDrive/faceforensics_benchmark_images/0031.png,0031,0.4999997
/content/drive/MyDrive/faceforensics_benchmark_images/0032.png,0032,0.50000024
/content/drive/MyDrive/faceforensics_benchmark_images/0033.png,0033,0.5000013
/content/drive/MyDrive/faceforensics_benchmark_images/0034.png,0034,0.49999872
/content/drive/MyDrive/faceforensics_benchmark_images/0035.png,0035,0.49999982
/content/drive/MyDrive/faceforensics_benchmark_images/0036.png,0036,0.50000125
/content/drive/MyDrive/faceforensics_benchmark_images/0037.png,0037,0.4999999
/content/drive/MyDrive/faceforensics_benchmark_images/0038.png,0038,0.5000007
/content/drive/MyDrive/faceforensics_benchmark_images/0039.png,0039,0.49999952
/content/drive/MyDrive/faceforensics_benchmark_images/0040.png,0040,0.5000009
/content/drive/MyDrive/faceforensics_benchmark_images/0041.png,0041,0.49999776
/content/drive/MyDrive/faceforensics_benchmark_images/0042.png,0042,0.4999995
/content/drive/MyDrive/faceforensics_benchmark_images/0043.png,0043,0.50000083
/content/drive/MyDrive/faceforensics_benchmark_images/0044.png,0044,0.5000003
/content/drive/MyDrive/faceforensics_benchmark_images/0045.png,0045,0.5000001
/content/drive/MyDrive/faceforensics_benchmark_images/0046.png,0046,0.50000167
/content/drive/MyDrive/faceforensics_benchmark_images/0047.png,0047,0.49999994
