image_path,video_id,prob_fake,label
/content/drive/MyDrive/faceforensics_benchmark_images/0003.png,0003,0.49999925,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0008.png,0008,0.49999973,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0012.png,0012,0.49999955,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0018.png,0018,0.49999946,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0019.png,0019,0.49999946,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0020.png,0020,0.49999964,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0021.png,0021,0.4999986,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0030.png,0030,0.49999934,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0031.png,0031,0.4999997,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0034.png,0034,0.49999872,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0035.png,0035,0.49999982,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0039.png,0039,0.49999952,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0041.png,0041,0.49999776,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0042.png,0042,0.4999995,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0050.png,0050,0.49999857,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0054.png,0054,0.49999955,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0055.png,0055,0.49999982,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0057.png,0057,0.4999995,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0059.png,0059,0.49999857,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0061.png,0061,0.49999967,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0063.png,0063,0.49999896,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0065.png,0065,0.4999996,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0071.png,0071,0.49999827,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0072.png,0072,0.49999878,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0076.png,0076,0.4999987,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0077.png,0077,0.4999994,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0087.png,0087,0.49999982,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0091.png,0091,0.49999845,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0093.png,0093,0.49999952,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0100.png,0100,0.49999952,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0102.png,0102,0.49999934,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0103.png,0103,0.49999905,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0104.png,0104,0.4999997,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0105.png,0105,0.49999884,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0109.png,0109,0.49999973,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0111.png,0111,0.49999937,-1
/content/drive/MyDrive/faceforensics_benchmark_images/0112.png,0112,0.49999875,-1
