id,label,prob_fake,pred_label
/content/drive/MyDrive/faceforensics_benchmark_images/0925.png,1,0.50000006,1
/content/drive/MyDrive/faceforensics_benchmark_images/0398.png,1,0.5,1
/content/drive/MyDrive/faceforensics_benchmark_images/0689.png,1,0.5000001,1
/content/drive/MyDrive/faceforensics_benchmark_images/0404.png,1,0.49999958,1
/content/drive/MyDrive/faceforensics_benchmark_images/0559.png,1,0.50000024,1
/content/drive/MyDrive/faceforensics_benchmark_images/0785.png,1,0.5000015,1
/content/drive/MyDrive/faceforensics_benchmark_images/0539.png,1,0.50000024,1
/content/drive/MyDrive/faceforensics_benchmark_images/0305.png,1,0.5000002,1
/content/drive/MyDrive/faceforensics_benchmark_images/0311.png,0,0.49999973,1
/content/drive/MyDrive/faceforensics_benchmark_images/0998.png,0,0.49999937,1
/content/drive/MyDrive/faceforensics_benchmark_images/0918.png,1,0.49999973,1
/content/drive/MyDrive/faceforensics_benchmark_images/0504.png,0,0.49999934,1
/content/drive/MyDrive/faceforensics_benchmark_images/0406.png,1,0.5000006,1
/content/drive/MyDrive/faceforensics_benchmark_images/0125.png,1,0.49999934,1
/content/drive/MyDrive/faceforensics_benchmark_images/0429.png,1,0.50000113,1
/content/drive/MyDrive/faceforensics_benchmark_images/0667.png,1,0.5000011,1
/content/drive/MyDrive/faceforensics_benchmark_images/0646.png,1,0.49999988,1
/content/drive/MyDrive/faceforensics_benchmark_images/0750.png,1,0.49999997,1
/content/drive/MyDrive/faceforensics_benchmark_images/0086.png,1,0.5000004,1
/content/drive/MyDrive/faceforensics_benchmark_images/0622.png,1,0.50000006,1
/content/drive/MyDrive/faceforensics_benchmark_images/0724.png,1,0.500002,1
/content/drive/MyDrive/faceforensics_benchmark_images/0526.png,1,0.4999999,1
/content/drive/MyDrive/faceforensics_benchmark_images/0240.png,1,0.5000004,1
/content/drive/MyDrive/faceforensics_benchmark_images/0831.png,1,0.5000001,1
/content/drive/MyDrive/faceforensics_benchmark_images/0657.png,1,0.5000003,1
/content/drive/MyDrive/faceforensics_benchmark_images/0411.png,1,0.5000004,1
/content/drive/MyDrive/faceforensics_benchmark_images/0273.png,1,0.5000005,1
/content/drive/MyDrive/faceforensics_benchmark_images/0312.png,1,0.5000008,1
/content/drive/MyDrive/faceforensics_benchmark_images/0149.png,1,0.5000007,1
/content/drive/MyDrive/faceforensics_benchmark_images/0661.png,1,0.5000003,1
/content/drive/MyDrive/faceforensics_benchmark_images/0377.png,1,0.49999937,1
/content/drive/MyDrive/faceforensics_benchmark_images/0192.png,1,0.49999934,1
/content/drive/MyDrive/faceforensics_benchmark_images/0553.png,1,0.50000054,1
/content/drive/MyDrive/faceforensics_benchmark_images/0397.png,1,0.5000003,1
/content/drive/MyDrive/faceforensics_benchmark_images/0454.png,1,0.5000007,1
/content/drive/MyDrive/faceforensics_benchmark_images/0419.png,1,0.49999923,1
/content/drive/MyDrive/faceforensics_benchmark_images/0877.png,1,0.50000054,1
/content/drive/MyDrive/faceforensics_benchmark_images/0304.png,1,0.5000008,1
/content/drive/MyDrive/faceforensics_benchmark_images/0773.png,1,0.5000009,1
/content/drive/MyDrive/faceforensics_benchmark_images/0694.png,0,0.49999982,1
/content/drive/MyDrive/faceforensics_benchmark_images/0647.png,1,0.500001,1
/content/drive/MyDrive/faceforensics_benchmark_images/0875.png,1,0.500001,1
/content/drive/MyDrive/faceforensics_benchmark_images/0375.png,1,0.5000015,1
/content/drive/MyDrive/faceforensics_benchmark_images/0768.png,1,0.5000003,1
/content/drive/MyDrive/faceforensics_benchmark_images/0225.png,1,0.5000014,1
/content/drive/MyDrive/faceforensics_benchmark_images/0266.png,0,0.4999993,1
/content/drive/MyDrive/faceforensics_benchmark_images/0446.png,1,0.5000005,1
/content/drive/MyDrive/faceforensics_benchmark_images/0484.png,0,0.49999937,1
/content/drive/MyDrive/faceforensics_benchmark_images/0763.png,1,0.50000155,1
/content/drive/MyDrive/faceforensics_benchmark_images/0047.png,1,0.49999994,1
/content/drive/MyDrive/faceforensics_benchmark_images/0003.png,0,0.49999925,1
/content/drive/MyDrive/faceforensics_benchmark_images/0684.png,1,0.50000066,1
/content/drive/MyDrive/faceforensics_benchmark_images/0599.png,1,0.5,1
/content/drive/MyDrive/faceforensics_benchmark_images/0953.png,1,0.5000001,1
/content/drive/MyDrive/faceforensics_benchmark_images/0771.png,1,0.5000005,1
/content/drive/MyDrive/faceforensics_benchmark_images/0208.png,1,0.5000006,1
/content/drive/MyDrive/faceforensics_benchmark_images/0209.png,0,0.4999998,1
/content/drive/MyDrive/faceforensics_benchmark_images/0018.png,1,0.49999946,1
/content/drive/MyDrive/faceforensics_benchmark_images/0573.png,1,0.5000012,1
/content/drive/MyDrive/faceforensics_benchmark_images/0340.png,1,0.49999988,1
/content/drive/MyDrive/faceforensics_benchmark_images/0751.png,0,0.4999996,1
/content/drive/MyDrive/faceforensics_benchmark_images/0302.png,1,0.5000016,1
/content/drive/MyDrive/faceforensics_benchmark_images/0507.png,1,0.5000005,1
/content/drive/MyDrive/faceforensics_benchmark_images/0243.png,1,0.5,1
/content/drive/MyDrive/faceforensics_benchmark_images/0193.png,1,0.49999988,1
/content/drive/MyDrive/faceforensics_benchmark_images/0707.png,1,0.5,1
/content/drive/MyDrive/faceforensics_benchmark_images/0678.png,1,0.5000006,1
/content/drive/MyDrive/faceforensics_benchmark_images/0515.png,0,0.49999955,1
/content/drive/MyDrive/faceforensics_benchmark_images/0993.png,1,0.49999994,1
/content/drive/MyDrive/faceforensics_benchmark_images/0937.png,1,0.49999928,1
/content/drive/MyDrive/faceforensics_benchmark_images/0727.png,1,0.5000015,1
/content/drive/MyDrive/faceforensics_benchmark_images/0783.png,1,0.50000036,1
/content/drive/MyDrive/faceforensics_benchmark_images/0218.png,1,0.50000083,1
/content/drive/MyDrive/faceforensics_benchmark_images/0170.png,1,0.49999988,1
/content/drive/MyDrive/faceforensics_benchmark_images/0137.png,1,0.50000066,1
/content/drive/MyDrive/faceforensics_benchmark_images/0038.png,1,0.5000007,1
/content/drive/MyDrive/faceforensics_benchmark_images/0594.png,1,0.5000011,1
/content/drive/MyDrive/faceforensics_benchmark_images/0961.png,1,0.50000066,1
/content/drive/MyDrive/faceforensics_benchmark_images/0091.png,0,0.49999845,1
/content/drive/MyDrive/faceforensics_benchmark_images/0373.png,1,0.49999994,1
/content/drive/MyDrive/faceforensics_benchmark_images/0580.png,1,0.5000013,1
/content/drive/MyDrive/faceforensics_benchmark_images/0096.png,1,0.50000113,1
/content/drive/MyDrive/faceforensics_benchmark_images/0914.png,0,0.49999878,1
/content/drive/MyDrive/faceforensics_benchmark_images/0755.png,1,0.5000003,1
/content/drive/MyDrive/faceforensics_benchmark_images/0099.png,1,0.50000006,1
/content/drive/MyDrive/faceforensics_benchmark_images/0001.png,1,0.4999999,1
/content/drive/MyDrive/faceforensics_benchmark_images/0978.png,0,0.49999928,1
/content/drive/MyDrive/faceforensics_benchmark_images/0204.png,1,0.50000244,1
/content/drive/MyDrive/faceforensics_benchmark_images/0640.png,1,0.50000215,1
/content/drive/MyDrive/faceforensics_benchmark_images/0789.png,1,0.5000002,1
/content/drive/MyDrive/faceforensics_benchmark_images/0699.png,1,0.5000013,1
/content/drive/MyDrive/faceforensics_benchmark_images/0115.png,1,0.50000036,1
/content/drive/MyDrive/faceforensics_benchmark_images/0524.png,1,0.50000024,1
/content/drive/MyDrive/faceforensics_benchmark_images/0715.png,1,0.50000036,1
/content/drive/MyDrive/faceforensics_benchmark_images/0979.png,1,0.500001,1
/content/drive/MyDrive/faceforensics_benchmark_images/0378.png,1,0.50000083,1
/content/drive/MyDrive/faceforensics_benchmark_images/0015.png,1,0.5000004,1
/content/drive/MyDrive/faceforensics_benchmark_images/0796.png,0,0.49999982,1
/content/drive/MyDrive/faceforensics_benchmark_images/0092.png,1,0.50000185,1
/content/drive/MyDrive/faceforensics_benchmark_images/0443.png,1,0.49999994,1
